customerid,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,churn_value
9420-LOJKX,0,0.3232519422863485,0.0625386996904024,0.1971830985915492,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.1425722831505483,0.2098047361861238,0.3828253031792855,0.4091571886847477,0.2933034044145155,0.2920059215396003,0.4197595399895452,0.3297820823244552,0.1502966381015161,0.8044776119402984,1
7495-OOKFY,1,0.1914514692787177,0.0625386996904024,0.0985915492957746,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.4098550724637681,0.2098047361861238,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.1502966381015161,0.6208955223880598,1
1658-BYGOY,1,0.3232519422863485,0.0625386996904024,0.2394366197183098,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.2933034044145155,0.2920059215396003,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.7681592039800995,1
5698-BQJOH,0,0.3232519422863485,0.0625386996904024,0.1126760563380281,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.2933034044145155,0.2920059215396003,0.4197595399895452,0.1575800211044671,0.4451114922813036,0.7577114427860697,1
5919-TMRGD,0,0.3232519422863485,0.0625386996904024,0.0,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.2933034044145155,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.607960199004975,1
9191-MYQKX,0,0.1914514692787177,0.0625386996904024,0.0845070422535211,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.2212058212058212,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.1613324624428478,0.5661691542288557,1
8637-XJIVR,0,0.3232519422863485,0.0625386996904024,0.1549295774647887,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.1425722831505483,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.6039800995024875,1
0278-YXOOG,0,0.3232519422863485,0.3189622993654348,0.056338028169014,0.2611940298507462,0.2438878950506857,0.07251153592617,0.07251153592617,0.07251153592617,0.07251153592617,0.07251153592617,0.07251153592617,0.07251153592617,0.4197595399895452,0.1575800211044671,0.1864406779661017,0.0278606965174129,1
4598-XLKNJ,1,0.1914514692787177,0.0625386996904024,0.3380281690140845,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.4098550724637681,0.2098047361861238,0.2212058212058212,0.4091571886847477,0.2933034044145155,0.2920059215396003,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.7985074626865671,1
3192-NQECA,0,0.1914514692787177,0.3189622993654348,0.943661971830986,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.4098550724637681,0.2098047361861238,0.2212058212058212,0.1465219536260483,0.2933034044145155,0.2920059215396003,0.0284866468842729,0.3297820823244552,0.1613324624428478,0.9129353233830844,1
0486-HECZI,0,0.1914514692787177,0.0625386996904024,0.7605633802816901,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.1425722831505483,0.2098047361861238,0.3828253031792855,0.4091571886847477,0.2933034044145155,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.7810945273631841,1
4846-WHAFZ,1,0.1914514692787177,0.0625386996904024,0.5070422535211268,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.5796019900497512,1
5299-RULOA,0,0.1914514692787177,0.0625386996904024,0.1267605633802817,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.1425722831505483,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.2933034044145155,0.2920059215396003,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.8159203980099502,1
0404-SWRVG,0,0.3232519422863485,0.0625386996904024,0.028169014084507,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.5587064676616916,1
4412-YLTKF,1,0.3232519422863485,0.0625386996904024,0.3661971830985915,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.2212058212058212,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.5950248756218905,1
6207-WIOLX,0,0.1914514692787177,0.3189622993654348,0.3380281690140845,0.2444444444444444,0.2444444444444444,0.1859400998336106,0.1425722831505483,0.2098047361861238,0.2212058212058212,0.4091571886847477,0.2933034044145155,0.2920059215396003,0.4197595399895452,0.3297820823244552,0.1502966381015161,0.4014925373134328,1
3091-FYHKI,0,0.3232519422863485,0.3189622993654348,0.0,0.2444444444444444,0.2444444444444444,0.1859400998336106,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.2920059215396003,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.1711442786069651,1
2372-HWUHI,0,0.3232519422863485,0.3189622993654348,0.0140845070422535,0.2611940298507462,0.2438878950506857,0.1859400998336106,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.1575800211044671,0.4451114922813036,0.2597014925373134,1
0390-DCFDQ,1,0.1914514692787177,0.0625386996904024,0.0,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.1864406779661017,0.5194029850746269,1
4080-OGPJL,0,0.3232519422863485,0.3189622993654348,0.0985915492957746,0.2611940298507462,0.2809103260869565,0.1859400998336106,0.1425722831505483,0.3919317809117743,0.3828253031792855,0.1465219536260483,0.3291412145167086,0.2920059215396003,0.4197595399895452,0.1575800211044671,0.4451114922813036,0.5263681592039802,1
2135-RXIHG,0,0.3232519422863485,0.3189622993654348,0.0,0.2611940298507462,0.2438878950506857,0.1859400998336106,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.2726368159203979,1
3874-EQOEP,0,0.3232519422863485,0.0625386996904024,0.0845070422535211,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.2933034044145155,0.2920059215396003,0.4197595399895452,0.1575800211044671,0.1864406779661017,0.763681592039801,1
0867-MKZVY,0,0.1914514692787177,0.0625386996904024,0.2676056338028169,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.1425722831505483,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.1575800211044671,0.4451114922813036,0.6383084577114428,1
3376-BMGFE,0,0.3232519422863485,0.0625386996904024,0.0422535211267605,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.1613324624428478,0.5238805970149254,1
3445-HXXGF,1,0.1914514692787177,0.3189622993654348,0.8028169014084507,0.2444444444444444,0.2444444444444444,0.1859400998336106,0.4098550724637681,0.2098047361861238,0.2212058212058212,0.4091571886847477,0.3291412145167086,0.2920059215396003,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.2691542288557213,1
1875-QIVME,0,0.1914514692787177,0.0625386996904024,0.0140845070422535,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.2212058212058212,0.1465219536260483,0.2933034044145155,0.2920059215396003,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.8572139303482588,1
0691-JVSYA,0,0.1914514692787177,0.3189622993654348,0.7323943661971831,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.2212058212058212,0.4091571886847477,0.2933034044145155,0.2920059215396003,0.106703146374829,0.3297820823244552,0.1613324624428478,0.7621890547263681,1
2656-FMOKZ,1,0.3232519422863485,0.0625386996904024,0.1971830985915492,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.1864406779661017,0.5592039800995025,1
2070-FNEXE,1,0.3232519422863485,0.0625386996904024,0.0845070422535211,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.1425722831505483,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.1575800211044671,0.1613324624428478,0.5791044776119403,1
6317-YPKDH,0,0.3232519422863485,0.3189622993654348,0.0,0.2444444444444444,0.2444444444444444,0.1859400998336106,0.4098550724637681,0.2098047361861238,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.1575800211044671,0.1613324624428478,0.1164179104477611,1
9367-WXLCH,0,0.3232519422863485,0.0625386996904024,0.0985915492957746,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.2920059215396003,0.4197595399895452,0.1575800211044671,0.1613324624428478,0.6592039800995024,1
1918-ZBFQJ,0,0.3232519422863485,0.0625386996904024,0.1690140845070422,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.4098550724637681,0.2098047361861238,0.2212058212058212,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.6069651741293532,1
1024-GUALD,0,0.1914514692787177,0.3189622993654348,0.0,0.2444444444444444,0.2444444444444444,0.1859400998336106,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.0651741293532338,1
2472-OVKUP,0,0.1914514692787177,0.0625386996904024,0.0704225352112676,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.4098550724637681,0.2098047361861238,0.2212058212058212,0.4091571886847477,0.3291412145167086,0.2920059215396003,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.7238805970149254,1
1285-OKIPP,0,0.3232519422863485,0.0625386996904024,0.0,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.2920059215396003,0.4197595399895452,0.1575800211044671,0.4451114922813036,0.6134328358208956,1
7825-ECJRF,0,0.3232519422863485,0.0625386996904024,0.2535211267605634,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.1425722831505483,0.3919317809117743,0.2212058212058212,0.1465219536260483,0.2933034044145155,0.2920059215396003,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.8791044776119402,1
7841-TZDMQ,0,0.3232519422863485,0.3189622993654348,0.0140845070422535,0.2611940298507462,0.2438878950506857,0.1859400998336106,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.1502966381015161,0.2761194029850746,1
9408-SSNVZ,0,0.3232519422863485,0.0625386996904024,0.0422535211267605,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.5164179104477612,1
0742-MOABM,0,0.1914514692787177,0.3189622993654348,0.0422535211267605,0.2611940298507462,0.2438878950506857,0.1859400998336106,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.1465219536260483,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.1575800211044671,0.1864406779661017,0.3164179104477611,1
2232-DMLXU,0,0.1914514692787177,0.3189622993654348,0.0,0.2611940298507462,0.2438878950506857,0.1859400998336106,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.2933034044145155,0.3307915758896151,0.4197595399895452,0.1575800211044671,0.1864406779661017,0.3676616915422885,1
8937-RDTHP,0,0.3232519422863485,0.0625386996904024,0.0,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.1425722831505483,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.2920059215396003,0.4197595399895452,0.3297820823244552,0.1864406779661017,0.6601990049751243,1
1251-KRREG,0,0.3232519422863485,0.3189622993654348,0.0140845070422535,0.2611940298507462,0.2809103260869565,0.1859400998336106,0.4098550724637681,0.2098047361861238,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.1864406779661017,0.3597014925373134,1
0094-OIFMO,1,0.3232519422863485,0.0625386996904024,0.1408450704225352,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.4098550724637681,0.2098047361861238,0.3828253031792855,0.4091571886847477,0.2933034044145155,0.2920059215396003,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.763681592039801,1
9947-OTFQU,1,0.3232519422863485,0.3189622993654348,0.1971830985915492,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.4098550724637681,0.2098047361861238,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.5587064676616916,1
0322-YINQP,0,0.3232519422863485,0.3189622993654348,0.0,0.2611940298507462,0.2438878950506857,0.1859400998336106,0.1425722831505483,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.1864406779661017,0.3014925373134328,1
4629-NRXKX,0,0.1914514692787177,0.3189622993654348,0.0140845070422535,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.1575800211044671,0.4451114922813036,0.518905472636816,1
9514-JDSKI,1,0.1914514692787177,0.3189622993654348,0.0,0.2444444444444444,0.2444444444444444,0.1859400998336106,0.4098550724637681,0.2098047361861238,0.3828253031792855,0.4091571886847477,0.2933034044145155,0.3307915758896151,0.4197595399895452,0.1575800211044671,0.4451114922813036,0.218407960199005,1
4959-JOSRX,0,0.1914514692787177,0.3189622993654348,0.0140845070422535,0.2611940298507462,0.2438878950506857,0.1859400998336106,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.1502966381015161,0.2621890547263681,1
7273-TEFQD,1,0.3232519422863485,0.3189622993654348,0.028169014084507,0.2444444444444444,0.2444444444444444,0.1859400998336106,0.4098550724637681,0.3919317809117743,0.2212058212058212,0.4091571886847477,0.3291412145167086,0.2920059215396003,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.2278606965174129,1
3606-TWKGI,1,0.3232519422863485,0.3189622993654348,0.1690140845070422,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.4098550724637681,0.2098047361861238,0.2212058212058212,0.4091571886847477,0.2933034044145155,0.2920059215396003,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.882089552238806,1
6323-AYBRX,0,0.3232519422863485,0.3189622993654348,0.8169014084507042,0.2611940298507462,0.2438878950506857,0.07251153592617,0.07251153592617,0.07251153592617,0.07251153592617,0.07251153592617,0.07251153592617,0.07251153592617,0.0284866468842729,0.1575800211044671,0.1864406779661017,0.0109452736318408,1
4385-GZQXV,1,0.3232519422863485,0.3189622993654348,0.2112676056338028,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.1465219536260483,0.2933034044145155,0.2920059215396003,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.7582089552238807,1
6366-ZGQGL,0,0.3232519422863485,0.3189622993654348,0.0,0.2444444444444444,0.2444444444444444,0.1859400998336106,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.1575800211044671,0.1613324624428478,0.0651741293532338,1
5940-AHUHD,0,0.3232519422863485,0.3189622993654348,0.0,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.1575800211044671,0.1864406779661017,0.5208955223880596,1
6432-TWQLB,0,0.1914514692787177,0.3189622993654348,0.056338028169014,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.4098550724637681,0.2098047361861238,0.3828253031792855,0.1465219536260483,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.6681592039800995,1
4484-GLZOU,0,0.1914514692787177,0.3189622993654348,0.7183098591549296,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.4098550724637681,0.2098047361861238,0.2212058212058212,0.4091571886847477,0.2933034044145155,0.2920059215396003,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.863681592039801,1
9512-UIBFX,0,0.1914514692787177,0.3189622993654348,0.2394366197183098,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.2212058212058212,0.4091571886847477,0.2933034044145155,0.2920059215396003,0.4197595399895452,0.1575800211044671,0.1864406779661017,0.7651741293532338,1
5583-SXDAG,0,0.1914514692787177,0.3189622993654348,0.0,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.1575800211044671,0.4451114922813036,0.5149253731343283,1
3488-PGMQJ,1,0.3232519422863485,0.3189622993654348,0.0985915492957746,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.4098550724637681,0.2098047361861238,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.5597014925373134,1
3580-REOAC,0,0.3232519422863485,0.3189622993654348,0.1267605633802817,0.2611940298507462,0.2438878950506857,0.1859400998336106,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.1502966381015161,0.2646766169154229,1
7534-BFESC,1,0.3232519422863485,0.3189622993654348,0.323943661971831,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.5756218905472636,1
6390-DSAZX,0,0.3232519422863485,0.3189622993654348,0.0,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.1425722831505483,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.1864406779661017,0.5507462686567164,1
8098-LLAZX,1,0.3232519422863485,0.3189622993654348,0.0422535211267605,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.2933034044145155,0.2920059215396003,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.7681592039800995,1
0265-EDXBD,1,0.1914514692787177,0.3189622993654348,0.4366197183098592,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.5636815920398011,1
7563-BIUPC,0,0.3232519422863485,0.3189622993654348,0.056338028169014,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.2933034044145155,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.6203980099502486,1
2321-OMBXY,0,0.1914514692787177,0.3189622993654348,0.5211267605633804,0.2611940298507462,0.2438878950506857,0.1859400998336106,0.1425722831505483,0.2098047361861238,0.3828253031792855,0.1465219536260483,0.2933034044145155,0.2920059215396003,0.106703146374829,0.1575800211044671,0.1502966381015161,0.617412935323383,1
2840-XANRC,1,0.1914514692787177,0.3189622993654348,0.323943661971831,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.2212058212058212,0.4091571886847477,0.2933034044145155,0.2920059215396003,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.7452736318407961,1
5020-ZSTTY,1,0.3232519422863485,0.3189622993654348,0.7464788732394366,0.2611940298507462,0.2809103260869565,0.1859400998336106,0.1425722831505483,0.2098047361861238,0.3828253031792855,0.1465219536260483,0.2933034044145155,0.2920059215396003,0.106703146374829,0.1575800211044671,0.1613324624428478,0.6388059701492538,1
5804-LEPIM,1,0.3232519422863485,0.3189622993654348,0.0140845070422535,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.5184079601990049,1
0122-OAHPZ,0,0.3232519422863485,0.3189622993654348,0.0845070422535211,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.553233830845771,1
2868-SNELZ,0,0.3232519422863485,0.3189622993654348,0.0140845070422535,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.2212058212058212,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.1575800211044671,0.1864406779661017,0.6203980099502486,1
4322-RCYMT,0,0.1914514692787177,0.3189622993654348,0.943661971830986,0.2611940298507462,0.2809103260869565,0.1859400998336106,0.4098550724637681,0.2098047361861238,0.2212058212058212,0.1465219536260483,0.3291412145167086,0.2920059215396003,0.106703146374829,0.3297820823244552,0.1613324624428478,0.572636815920398,1
6680-NENYN,0,0.3232519422863485,0.3189622993654348,0.5915492957746479,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.4098550724637681,0.2098047361861238,0.2212058212058212,0.4091571886847477,0.2933034044145155,0.2920059215396003,0.0284866468842729,0.3297820823244552,0.4451114922813036,0.8592039800995025,1
1343-EHPYB,0,0.1914514692787177,0.3189622993654348,0.8732394366197184,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.4098550724637681,0.2098047361861238,0.2212058212058212,0.4091571886847477,0.2933034044145155,0.2920059215396003,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.8472636815920399,1
2034-GDRCN,0,0.3232519422863485,0.3189622993654348,0.0140845070422535,0.2611940298507462,0.2438878950506857,0.4105504587155963,0.4098550724637681,0.3919317809117743,0.3828253031792855,0.4091571886847477,0.2933034044145155,0.2920059215396003,0.4197595399895452,0.3297820823244552,0.4451114922813036,0.7179104477611941,1
0219-YTZUE,0,0.1914514692787177,0.3189622993654348,0.0422535211267605,0.2611940298507462,0.2809103260869565,0.4105504587155963,0.4098550724637681,0.2098047361861238,0.2212058212058212,0.4091571886847477,0.3291412145167086,0.3307915758896151,0.4197595399895452,0.3297820823244552,0.1613324624428478,0.6621890547263681,1
