contract,dependents,internet_service,monthly_charges,online_security,tech_support,tenure_months,total_charges,multiple_lines,online_backup,paperless_billing,partner,churn_value
2,0,2,0.5592039800995025,2,2,0.1971830985915492,0.1300369259173782,2,2,1,1,1
2,0,2,0.5791044776119403,1,2,0.0845070422535211,0.0559427648280637,1,2,0,1,1
2,1,1,0.1164179104477611,2,2,0.0,0.0012866374336487,0,1,0,1,1
2,0,2,0.6592039800995024,2,2,0.0985915492957746,0.0742960996999769,2,2,0,1,1
2,0,2,0.6069651741293532,2,2,0.1690140845070422,0.1261077775213478,1,1,1,1,1
2,1,1,0.0651741293532338,2,2,0.0,0.0006923609508423,0,2,1,0,1
2,0,2,0.7238805970149254,2,2,0.0704225352112676,0.0591045465035772,1,1,1,0,1
2,0,2,0.6134328358208956,2,2,0.0,0.0070505423494114,1,2,0,1,1
2,0,2,0.8791044776119402,1,1,0.2535211267605634,0.2210535425801985,1,2,1,1,1
2,1,1,0.2761194029850746,2,2,0.0140845070422535,0.0075813524117239,1,2,1,1,1
2,0,2,0.5164179104477612,2,2,0.0422535211267605,0.0287964458804523,1,2,1,1,1
2,1,1,0.3164179104477611,2,1,0.0422535211267605,0.0185264251096238,1,2,0,0,1
2,1,1,0.3676616915422885,2,2,0.0,0.004200323101777,1,2,0,0,1
2,0,2,0.6601990049751243,1,2,0.0,0.0075928917609046,1,2,1,1,1
2,1,1,0.3597014925373134,2,2,0.0140845070422535,0.010996999769213,2,1,1,1,1
2,0,2,0.763681592039801,2,2,0.1408450704225352,0.1271059312254789,1,1,1,1,1
2,1,2,0.5587064676616916,2,2,0.1971830985915492,0.121797830602354,1,1,1,1,1
2,1,1,0.3014925373134328,1,2,0.0,0.00343295638126,1,2,1,1,1
2,1,2,0.518905472636816,2,2,0.0140845070422535,0.0148107546734364,1,2,0,0,1
2,1,1,0.218407960199005,2,2,0.0,0.0024694207246711,0,1,0,0,1
2,1,1,0.2621890547263681,2,2,0.0140845070422535,0.007125548119086,1,2,1,0,1
2,1,1,0.2278606965174129,2,2,0.028169014084507,0.0130856219709208,0,2,1,1,1
2,1,2,0.882089552238806,2,2,0.1690140845070422,0.155261943226402,2,1,1,1,1
0,1,0,0.0109452736318408,0,0,0.8169014084507042,0.1247172859450727,1,0,0,1,1
2,1,2,0.7582089552238807,2,1,0.2112676056338028,0.1722132471728594,1,2,1,1,1
2,1,1,0.0651741293532338,2,2,0.0,0.0006923609508423,0,2,0,1,1
2,1,2,0.5208955223880596,2,2,0.0,0.0059773828756058,1,2,0,1,1
2,1,2,0.6681592039800995,2,1,0.056338028169014,0.0441149319178398,2,1,1,0,1
2,1,2,0.863681592039801,2,2,0.7183098591549296,0.6469016847449804,2,1,1,0,1
2,1,2,0.7651741293532338,2,2,0.2394366197183098,0.2032252480960074,1,2,0,0,1
2,1,2,0.5149253731343283,2,2,0.0,0.0059081467805215,1,2,0,0,1
2,1,2,0.5597014925373134,2,2,0.0985915492957746,0.0678225248096007,1,1,1,1,1
2,1,1,0.2646766169154229,2,2,0.1267605633802817,0.048072928686822,1,2,1,1,1
2,1,2,0.5756218905472636,2,2,0.323943661971831,0.1954650357719825,2,2,1,1,1
2,1,2,0.5507462686567164,1,2,0.0,0.006323563351027,1,2,1,1,1
2,1,2,0.7681592039800995,2,2,0.0422535211267605,0.0435379644588045,2,2,1,1,1
2,1,2,0.5636815920398011,2,2,0.4366197183098592,0.2636222017078236,2,2,1,0,1
2,1,2,0.6203980099502486,2,2,0.056338028169014,0.0457823678744518,1,2,1,1,1
1,1,1,0.617412935323383,1,1,0.5211267605633804,0.3507789060696977,1,1,0,0,1
2,1,2,0.7452736318407961,2,2,0.323943661971831,0.2552792522501731,1,2,1,0,1
1,1,1,0.6388059701492538,1,1,0.7464788732394366,0.499803831063928,2,1,0,1,1
2,1,2,0.5184079601990049,2,2,0.0140845070422535,0.0138760673897992,1,2,1,1,1
2,1,2,0.553233830845771,2,2,0.0845070422535211,0.0568255250403877,2,2,1,1,1
2,1,2,0.6203980099502486,2,2,0.0140845070422535,0.0158089083775675,2,2,0,1,1
1,1,1,0.572636815920398,2,1,0.943661971830986,0.6087179783060235,2,1,1,0,1
0,1,2,0.8592039800995025,2,2,0.5915492957746479,0.5470863143318717,2,1,1,1,1
2,1,2,0.8472636815920399,2,2,0.8732394366197184,0.7597738287560581,2,1,1,0,1
2,1,2,0.7179104477611941,2,2,0.0140845070422535,0.017239787675975,1,2,1,1,1
2,1,2,0.6621890547263681,2,2,0.0422535211267605,0.0407454419570736,2,1,1,0,1
2,1,1,0.235323383084577,1,2,0.2816901408450704,0.0947726748211401,0,2,1,1,1
2,1,2,0.6169154228855721,2,2,0.1267605633802817,0.0954534964228017,1,2,1,1,1
2,1,1,0.1243781094527363,1,2,0.3661971830985915,0.0907339026078929,0,2,0,0,1
2,1,2,0.7786069651741293,2,2,0.056338028169014,0.0546676667435956,1,2,0,1,1
2,1,2,0.6706467661691543,2,2,0.0140845070422535,0.018774521117009,2,2,1,1,1
2,1,2,0.8626865671641791,2,1,0.3380281690140845,0.2939879990768521,2,2,1,0,1
2,1,1,0.3223880597014925,2,2,0.0,0.0036752827140549,1,1,0,1,1
2,1,2,0.7223880597014924,2,2,0.0,0.0083141010846988,2,1,1,1,1
2,1,0,0.0169154228855721,0,0,0.1408450704225352,0.0226113547195938,1,0,0,0,1
2,1,2,0.6686567164179105,2,2,0.7605633802816901,0.5603392568659128,2,1,1,0,1
2,1,2,0.554228855721393,2,2,0.4647887323943662,0.2891357027463651,1,1,1,1,1
2,1,2,0.8079601990049752,2,2,0.9577464788732396,0.8064620355411956,2,2,1,0,1
2,1,0,0.0164179104477611,0,0,0.0,0.0001269328409877,1,0,1,1,1
2,1,0,0.0134328358208955,0,0,0.0,9.231479344564949e-05,1,0,1,1,1
2,1,2,0.6278606965174128,2,2,0.028169014084507,0.0247980613893376,2,1,1,1,1
2,1,2,0.6472636815920397,2,2,0.295774647887324,0.2108354488806831,1,1,0,0,1
2,1,2,0.5676616915422885,2,2,0.0,0.006519732287099,1,2,1,1,1
2,1,0,0.0114427860696517,0,0,0.8450704225352113,0.1342891760904685,1,0,1,0,1
2,1,1,0.2701492537313432,2,2,0.1549295774647887,0.0577082852527117,1,2,1,1,1
2,1,2,0.8721393034825872,2,2,0.8309859154929577,0.7359393030233095,2,1,1,1,1
2,1,2,0.5104477611940298,2,2,0.0,0.0058562197092084,1,2,0,1,1
2,1,2,0.6248756218905472,2,2,0.3802816901408451,0.2548234479575351,1,2,1,0,1
2,1,2,0.8248756218905472,2,2,0.0422535211267605,0.0423609508423724,2,2,0,0,1
2,1,2,0.8114427860696517,2,2,0.0845070422535211,0.0755192707131317,2,1,1,1,1
2,1,1,0.3751243781094527,2,2,0.1690140845070422,0.0825698130625432,1,2,0,0,1
2,1,1,0.3656716417910447,2,2,0.0,0.0041772444034156,1,2,1,1,1
2,1,2,0.5616915422885572,2,2,0.0,0.0064504961920147,1,1,1,0,1
2,1,2,0.6169154228855721,2,2,0.323943661971831,0.2126355873528733,2,1,1,1,1
2,1,2,0.7746268656716417,2,1,0.056338028169014,0.0501500115393491,1,2,1,1,1
2,1,2,0.5049751243781094,2,2,0.1971830985915492,0.1126240480036925,1,2,0,1,1
2,1,1,0.2691542288557213,1,2,0.6619718309859155,0.2453496422801754,0,2,1,0,1
2,1,2,0.6497512437810945,2,2,0.0985915492957746,0.0763039464574198,1,1,1,0,1
2,1,2,0.5582089552238805,2,2,0.0,0.0064101084698822,2,2,1,1,1
2,1,2,0.5587064676616916,1,2,0.0140845070422535,0.0139164551119316,1,2,1,0,1
1,1,1,0.2537313432835821,2,2,0.295774647887324,0.1021001615508885,0,1,1,1,1
2,1,1,0.1014925373134328,2,2,0.056338028169014,0.0129529194553427,0,1,0,1,1
2,1,2,0.8104477611940298,1,2,0.1549295774647887,0.1407396722824832,2,1,1,1,1
2,1,2,0.7547263681592039,2,2,0.2676056338028169,0.2035079621509347,2,1,1,1,1
2,1,2,0.7557213930348259,2,1,0.0140845070422535,0.0171590122317101,1,2,1,0,1
2,1,2,0.6194029850746269,2,1,0.0704225352112676,0.0558562197092084,2,2,1,0,1
2,1,2,0.5582089552238805,2,2,0.056338028169014,0.0364643434110316,2,2,1,0,1
2,1,2,0.8611940298507462,2,1,0.5492957746478874,0.4746307408262173,2,2,0,1,1
2,1,2,0.5666666666666667,1,2,0.3661971830985915,0.2204650357719824,1,2,1,0,1
2,1,2,0.5706467661691541,2,2,0.3098591549295775,0.2007615970459266,2,2,0,1,1
2,1,2,0.8139303482587064,2,2,0.4647887323943662,0.3993999538426033,2,2,1,0,1
2,1,2,0.664179104477612,2,2,0.0,0.0076390491576275,2,2,1,1,1
2,1,2,0.6746268656716418,2,2,0.1267605633802817,0.0940803138702977,2,2,1,1,1
2,1,1,0.2716417910447761,1,1,0.1690140845070422,0.0667205169628433,0,2,1,1,1
2,1,2,0.6771144278606964,2,2,0.5352112676056339,0.374705746595892,1,1,1,0,1
2,1,2,0.617910447761194,2,2,0.4366197183098592,0.2974094161089314,2,1,1,1,1
2,1,2,0.8159203980099502,2,2,0.4788732394366197,0.4048926840526194,2,2,1,1,1
1,1,2,0.8164179104477611,2,2,0.7746478873239437,0.6457015924301869,2,1,0,0,1
2,1,0,0.0074626865671641,0,0,0.1549295774647887,0.0247807523655665,1,0,0,0,1
2,1,2,0.5676616915422885,1,2,0.0,0.006519732287099,1,2,0,1,1
2,1,2,0.7059701492537314,2,2,0.0422535211267605,0.0377798292176321,2,2,1,1,1
2,1,2,0.6711442786069651,2,2,0.0,0.0077198246018924,2,2,1,1,1
2,1,1,0.4318407960199004,1,1,0.1549295774647887,0.0801927071313178,2,2,1,1,1
2,1,2,0.8656716417910447,1,2,0.9014084507042254,0.7809369951534733,2,2,0,0,1
2,1,1,0.1164179104477611,2,2,0.1126760563380281,0.0265578121393953,0,1,1,0,1
2,1,1,0.4651741293532337,1,1,0.1126760563380281,0.0743422570966997,1,1,0,0,1
2,1,0,0.017412935323383,0,0,0.0845070422535211,0.0137087468266789,1,0,0,1,1
2,1,2,0.7144278606965173,2,2,0.676056338028169,0.5225536579736902,2,1,0,0,1
2,1,2,0.9203980099502488,2,1,0.5915492957746479,0.5387837525963535,2,1,1,0,1
2,1,2,0.8681592039800995,2,2,0.9014084507042254,0.8039291483960305,2,1,1,0,1
1,1,2,0.8587064676616915,1,2,0.7746478873239437,0.6664954996538195,2,2,1,0,1
2,1,2,0.6666666666666666,2,2,0.1267605633802817,0.0965266558966074,2,2,1,0,1
2,1,1,0.3771144278606965,2,2,0.5915492957746479,0.2862335564274175,1,2,0,0,1
2,1,2,0.7094527363184079,2,2,0.0,0.0081640895453496,1,2,1,1,1
2,1,2,0.7592039800995024,2,2,0.2676056338028169,0.2170378490653127,2,2,1,0,1
2,1,1,0.2731343283582089,2,2,0.0,0.0031040849296099,1,2,1,1,1
2,1,2,0.708955223880597,2,2,0.0140845070422535,0.0164666512808677,2,1,0,1,1
2,1,2,0.5104477611940298,2,2,0.028169014084507,0.0234825755827371,1,2,1,1,1
2,1,2,0.5606965174129352,2,2,0.0,0.006438956842834,1,2,1,1,1
2,1,0,0.0139303482587064,0,0,0.0985915492957746,0.0167897530579275,1,0,0,1,1
1,1,0,0.0159203980099502,0,0,0.0140845070422535,0.0019732287099007,1,0,0,0,1
2,1,1,0.0597014925373134,2,2,0.0422535211267605,0.0089141472420955,0,2,1,1,1
2,1,2,0.5114427860696518,2,2,0.0140845070422535,0.0145799676898222,1,2,0,1,1
2,1,1,0.2726368159203979,2,2,0.0422535211267605,0.0198765289637664,1,2,0,1,1
2,1,2,0.5651741293532337,2,2,0.0,0.0064908839141472,2,2,1,1,1
2,1,1,0.3074626865671641,2,2,0.7183098591549296,0.2921878606046619,0,1,1,1,1
2,1,1,0.163681592039801,2,2,0.0140845070422535,0.0050138472190168,0,2,1,1,1
2,1,2,0.6144278606965173,2,2,0.0,0.0070620816985922,1,2,0,0,1
2,1,1,0.308457711442786,1,2,0.0140845070422535,0.0083429494576505,1,2,1,1,1
2,1,2,0.5656716417910447,2,2,0.028169014084507,0.0290676205861989,2,2,1,1,1
2,1,1,0.317412935323383,2,2,0.028169014084507,0.0172340180013847,1,2,1,0,1
2,1,2,0.6129353233830845,1,2,0.3380281690140845,0.2303888760673898,1,1,1,1,1
2,1,0,0.0129353233830845,0,0,0.0,8.654511885529664e-05,1,0,0,1,1
2,1,2,0.6736318407960199,2,2,0.0422535211267605,0.04183014078006,2,2,1,0,1
2,1,1,0.2696517412935323,2,2,0.028169014084507,0.0141587814447265,1,2,1,1,1
2,1,2,0.7587064676616915,2,2,0.4507042253521127,0.3561908608354489,2,2,1,0,1
2,1,2,0.7308457711442786,1,2,0.4084507042253521,0.3161031617816755,2,1,0,1,1
2,1,2,0.6865671641791045,2,1,0.619718309859155,0.4526771290099238,2,2,1,1,1
2,1,2,0.7990049751243781,1,2,0.1267605633802817,0.1142107085160396,2,2,0,1,1
2,1,2,0.7990049751243781,2,2,0.2676056338028169,0.2104777290560812,2,2,1,1,1
2,1,2,0.673134328358209,2,2,0.1971830985915492,0.1443284098776829,1,1,1,1,1
2,1,2,0.7064676616915423,2,2,0.295774647887324,0.2179840756981306,1,2,0,1,1
2,1,2,0.517910447761194,2,2,0.028169014084507,0.0219305331179321,1,2,1,0,1
2,1,2,0.7472636815920397,2,2,0.1971830985915492,0.1645338102930995,2,2,1,1,1
2,1,0,0.0164179104477611,0,0,0.0,0.0001269328409877,1,0,0,1,1
2,1,2,0.7029850746268657,1,2,0.056338028169014,0.0502365566582044,1,2,1,0,1
1,1,2,0.771641791044776,2,2,0.4507042253521127,0.348251788599123,1,2,1,0,1
2,1,2,0.6343283582089552,2,2,0.0140845070422535,0.0191380106162012,2,1,1,1,1
2,1,1,0.2696517412935323,2,2,0.0140845070422535,0.0081583198707592,1,2,0,1,1
2,1,1,0.3378109452736318,2,1,0.0,0.0038541426263558,1,2,1,1,1
1,1,2,0.9129353233830844,1,2,0.6338028169014085,0.5603507962150935,2,1,1,1,1
1,1,2,0.7810945273631841,2,2,0.8591549295774649,0.7046618970690053,2,2,1,1,1
2,1,2,0.7985074626865671,2,1,0.1267605633802817,0.1199457650588506,2,2,1,1,1
2,1,2,0.6676616915422885,2,2,0.0704225352112676,0.0543099469189937,1,1,1,1,1
2,1,2,0.8263681592039801,2,2,0.5492957746478874,0.4724555735056543,2,1,1,0,1
2,1,2,0.5104477611940298,2,2,0.0,0.0058562197092084,1,2,1,1,1
1,1,2,0.845771144278607,2,2,0.8028169014084507,0.6922282483267943,2,1,1,1,1
0,1,2,0.8532338308457711,1,1,0.971830985915493,0.8344507269789984,2,2,1,1,1
2,1,2,0.6761194029850747,2,2,0.0140845070422535,0.0184514193399492,1,2,1,1,1
2,1,2,0.9248756218905472,2,1,0.2816901408450704,0.2652088622201707,2,1,1,0,1
2,1,2,0.708457711442786,2,2,0.2112676056338028,0.1628721440110777,1,1,1,0,1
2,1,2,0.7696517412935323,2,2,0.0845070422535211,0.0721843987999076,2,2,1,0,1
2,1,1,0.2601990049751243,2,2,0.0,0.0029540733902607,1,2,0,1,1
1,1,2,0.8134328358208955,2,2,0.7605633802816901,0.6335679667666744,2,2,1,1,1
1,1,0,0.0154228855721393,0,0,0.1549295774647887,0.0243249480729286,1,0,0,0,1
2,1,2,0.7129353233830846,2,2,0.0,0.0082044772674821,1,2,1,1,1
1,1,2,0.8149253731343283,2,2,0.8591549295774649,0.7379240710823909,2,2,1,1,1
2,1,1,0.3238805970149253,2,2,0.0,0.0036925917378259,1,1,0,1,1
2,1,2,0.5512437810945274,2,2,0.2676056338028169,0.1667089776136626,1,1,1,0,1
2,1,2,0.7646766169154228,2,2,0.028169014084507,0.0333025617355181,1,1,1,1,1
2,1,2,0.7601990049751244,2,2,0.295774647887324,0.2406819755365797,2,2,1,1,1
2,1,2,0.6203980099502486,2,1,0.0422535211267605,0.034658435264251,1,2,1,0,1
1,1,2,0.6696517412935323,2,2,0.8169014084507042,0.5845661204708054,2,2,0,0,1
2,1,1,0.3238805970149253,2,2,0.8309859154929577,0.3471728594507269,0,1,1,1,1
2,1,2,0.8641791044776118,1,1,0.1971830985915492,0.1804696515116547,1,2,0,1,1
2,1,2,0.9139303482587064,1,1,0.1267605633802817,0.1182206323563351,1,1,1,1,1
2,1,2,0.6532338308457711,2,2,0.0704225352112676,0.0552446342026309,1,2,0,1,1
2,1,2,0.8189054726368158,1,2,0.8732394366197184,0.7150415416570506,2,1,1,0,1
2,1,2,0.8517412935323382,2,2,0.6901408450704226,0.576863604892684,2,1,1,0,1
2,1,1,0.06318407960199,2,2,0.0,0.0006692822524809,0,2,0,1,1
2,1,2,0.8024875621890547,1,1,0.1549295774647887,0.1271809369951534,1,2,1,1,1
2,1,2,0.7965174129353233,2,2,0.1126760563380281,0.104396492037849,2,2,0,1,1
2,1,2,0.7522388059701491,1,2,0.2253521126760563,0.1854200323101777,1,2,0,1,1
2,1,2,0.818407960199005,2,2,0.1126760563380281,0.1038310639279944,2,2,1,1,1
2,1,2,0.5432835820895522,2,2,0.1267605633802817,0.0772963304869605,1,1,1,1,1
2,1,2,0.5502487562189055,2,2,0.0,0.0063177936764366,2,2,1,0,1
2,1,2,0.6084577114427862,2,2,0.028169014084507,0.0214920378490653,2,1,1,1,1
2,1,2,0.6258706467661692,2,2,0.1690140845070422,0.1077198246018924,1,1,1,1,1
2,1,2,0.6601990049751243,2,2,0.0422535211267605,0.0393837987537502,2,2,1,1,1
2,1,2,0.6049751243781094,1,2,0.0704225352112676,0.0479690745441957,2,2,1,1,1
2,1,2,0.5587064676616916,2,2,0.028169014084507,0.0227325178859912,2,2,0,1,1
2,1,2,0.8039800995024875,2,2,0.4788732394366197,0.3896838218324486,2,2,1,1,1
2,1,1,0.2656716417910448,2,2,0.0140845070422535,0.0076563581813985,1,2,0,1,1
2,1,1,0.2631840796019901,2,2,0.0,0.0029886914378029,1,2,0,0,1
2,1,1,0.2731343283582089,2,2,0.0,0.0031040849296099,1,2,1,1,1
2,1,2,0.8164179104477611,1,1,0.0985915492957746,0.0938783752596353,1,2,0,1,1
2,1,0,0.0099502487562188,0,0,0.0845070422535211,0.0107892914839603,1,0,0,1,1
2,1,2,0.7736318407960199,2,2,0.0140845070422535,0.0180013847219016,2,2,1,1,1
2,1,2,0.7194029850746269,2,2,0.0,0.0082794830371567,1,2,0,1,1
2,1,1,0.1203980099502487,2,2,0.6056338028169015,0.1547311331640895,0,1,1,0,1
0,1,2,0.8935323383084576,1,1,0.9859154929577464,0.8669916916685899,2,2,1,1,1
2,1,2,0.5139303482587065,2,2,0.0,0.0058966074313408,1,2,1,1,1
1,1,2,0.8507462686567163,2,2,0.8591549295774649,0.734427648280637,2,1,1,0,1
2,1,2,0.6800995024875621,2,2,0.0,0.0078236787445188,2,2,1,1,1
2,1,2,0.6203980099502486,2,2,0.4507042253521127,0.3043734133394876,2,1,1,0,1
2,1,2,0.6671641791044776,2,1,0.4788732394366197,0.3344911147011308,2,1,0,1,1
2,1,2,0.5149253731343283,2,2,0.4647887323943662,0.2766328179090699,1,2,1,1,1
2,1,2,0.7567164179104477,2,2,0.0422535211267605,0.0468093699515347,2,2,1,1,1
2,1,2,0.7671641791044775,2,2,0.0845070422535211,0.0740941610893145,1,2,1,1,1
2,1,2,0.5696517412935324,2,2,0.3661971830985915,0.2163801061620124,2,2,1,0,1
2,1,2,0.7149253731343282,2,1,0.2394366197183098,0.1839314562658666,2,2,1,1,1
2,1,2,0.5044776119402985,2,2,0.0140845070422535,0.0116489729979229,1,2,0,1,1
2,1,2,0.8089552238805969,1,2,0.4366197183098592,0.3676263558735287,2,2,1,0,1
2,1,1,0.390049751243781,2,2,0.2394366197183098,0.1121682437110547,1,2,0,0,1
1,1,1,0.3522388059701492,2,2,0.1549295774647887,0.0781848603738749,1,2,0,0,1
2,1,2,0.8194029850746268,2,2,0.0985915492957746,0.0923840295407339,2,2,1,1,1
2,1,2,0.6517412935323383,2,2,0.352112676056338,0.2367643664897299,2,2,1,0,1
2,1,2,0.6970149253731343,1,1,0.028169014084507,0.0294195707362104,1,2,1,0,1
2,1,2,0.7348258706467661,2,2,0.0985915492957746,0.0820620816985922,1,2,1,1,1
2,1,2,0.608955223880597,1,2,0.5211267605633804,0.3455169628432956,1,1,1,0,1
2,1,2,0.718407960199005,2,2,0.1830985915492957,0.1439303023309485,1,2,0,1,1
2,1,2,0.5124378109452736,2,2,0.4366197183098592,0.2687629817678283,1,2,1,0,1
2,1,0,0.0139303482587064,0,0,0.0,9.808446803600232e-05,1,0,0,1,1
2,1,1,0.2527363184079602,2,1,0.1549295774647887,0.0586372028617586,0,2,1,1,1
2,1,1,0.2114427860696517,2,2,0.056338028169014,0.0221497807523655,0,2,0,1,1
2,1,2,0.7845771144278606,2,2,0.5492957746478874,0.4255885068082159,2,2,1,0,1
2,1,2,0.6144278606965173,2,2,0.056338028169014,0.0454304177244403,1,2,1,1,1
2,1,2,0.6611940298507463,1,2,0.1267605633802817,0.0938437572120932,1,2,1,1,1
2,1,2,0.7094527363184079,2,2,0.0140845070422535,0.0192418647588276,1,2,1,0,1
2,1,2,0.7199004975124377,2,1,0.3098591549295775,0.2220632356335103,2,2,1,1,1
2,1,2,0.7144278606965173,1,2,0.3098591549295775,0.2482114008769906,2,2,1,1,1
2,1,2,0.8039800995024875,2,2,0.676056338028169,0.5579217632125548,2,1,1,0,1
2,1,2,0.5124378109452736,2,2,0.0140845070422535,0.014510731594738,1,2,0,1,1
2,1,1,0.3064676616915422,2,2,0.0140845070422535,0.0083429494576505,1,1,1,1,1
2,1,2,0.7940298507462686,2,2,0.0845070422535211,0.0801061620124625,2,2,1,1,1
2,1,2,0.9577114427860696,1,1,0.5633802816901409,0.5202688668359104,2,1,1,1,1
2,1,2,0.6238805970149254,2,2,0.0140845070422535,0.0175801984768059,1,2,1,1,1
2,1,2,0.5577114427860697,2,2,0.1690140845070422,0.106340872374798,1,2,1,1,1
2,1,2,0.7109452736318408,2,2,0.1408450704225352,0.1187283637202862,1,2,0,1,1
2,1,2,0.817910447761194,2,2,0.2253521126760563,0.1850507731363951,2,2,1,0,1
1,1,2,0.7179104477611941,2,2,0.3380281690140845,0.2492268636048926,1,2,1,0,1
2,1,1,0.3771144278606965,2,2,0.028169014084507,0.0172340180013847,1,1,1,0,1
2,1,2,0.7577114427860697,1,1,0.0422535211267605,0.0425109623817216,1,2,1,1,1
2,1,2,0.6039800995024875,2,2,0.5070422535211268,0.325507731363951,2,2,1,0,1
1,1,1,0.2646766169154229,2,2,0.2535211267605634,0.1009404569582275,0,2,1,1,1
2,1,2,0.8696517412935324,2,2,0.5352112676056339,0.4922686360489268,2,1,1,0,1
2,1,2,0.5611940298507463,2,2,0.0845070422535211,0.0606681283175628,1,2,0,1,1
2,1,1,0.4621890547263682,1,2,0.1830985915492957,0.1064158781444726,2,2,1,0,1
2,1,2,0.8537313432835821,2,1,0.1408450704225352,0.1286464343411031,2,2,1,0,1
2,1,1,0.172139303482587,2,2,0.0,0.0019328409877682,0,2,1,1,1
2,1,2,0.7651741293532338,2,2,0.0140845070422535,0.0205515808908377,2,2,1,1,1
2,1,2,0.7800995024875622,2,2,0.1690140845070422,0.1320159243018693,1,2,1,0,1
2,1,2,0.618407960199005,2,2,0.028169014084507,0.0236845141933994,1,2,1,0,1
2,1,1,0.1303482587064676,2,2,0.0,0.0014481883221786,0,1,1,1,1
2,1,2,0.7114427860696517,2,2,0.1549295774647887,0.1192707131317793,2,1,1,1,1
1,1,2,0.7577114427860697,2,2,0.8309859154929577,0.6452169397645973,1,1,1,0,1
2,1,0,0.0159203980099502,0,0,0.0,0.0001211631663974,1,0,1,1,1
2,1,2,0.9119402985074626,2,1,0.0704225352112676,0.0750807754442649,2,1,1,1,1
2,1,2,0.8268656716417909,2,1,0.1971830985915492,0.1771463189476113,1,2,1,1,1
2,1,1,0.4159203980099502,2,2,0.2816901408450704,0.140474267251327,1,2,1,1,1
